stop_id,hour,is_weekday,trips_per_hour,peak_hour,stop_name,stop_lat,stop_lon
0701ACH,6,1,1,1,Car Wash,-1.281108856,36.69028044
0701ACI,6,1,2,1,ACK St. Phillips/Kwa Headman/Kwa Chief,-1.229171,36.691852
0701ADA,6,1,1,1,Adams Arcade,-1.300077438,36.78037047
0701ADC,6,1,2,1,Kwa DC,-1.305922,36.787509
0701AEE,6,1,1,1,Kenya Assemblies of God (KAG) King'eero,-1.222348541,36.71042383
0701AHS,6,1,1,1,Alliance High School,-1.262897,36.6698
0701AIU,6,1,1,1,Africa International University,-1.301827,36.689733
0701APA,6,1,1,1,Impala/Swedish School Nairobi,-1.300538778,36.76902205
0701ATO,6,1,1,1,Total Ngong Road,-1.29983604,36.78884625
0701AUT,6,1,1,1,Gitaru Kwa Ngwacii,-1.235452294,36.66950405
0701BCA,6,1,1,1,Bumps/PCEA,-1.332217,36.675211
0701BLC,6,1,1,1,Bulbul Kanisani (Catholic Church),-1.335206,36.672411
0701BMK,6,1,2,1,Beth Mugo High School,-1.283395,36.726863
0701BPP,6,1,4,1,BP,-1.28770709,36.74168766
0701BPS,6,1,1,1,Bumps,-1.295017,36.748142
0701CCL,7,1,1,1,Country Club,-1.353556,36.657924
0701CMD,6,1,2,1,Corner/Meteorological Department,-1.299706,36.759325
0701CRS,6,1,2,1,St. Christophers,-1.318738,36.715632
0701CWH,7,1,1,1,Carwash,-1.350291,36.659713
0701DAM,6,1,1,1,Adams Arcade,-1.300072074,36.78008884
0701DBO,6,1,1,1,Don Bosco,-1.304255,36.692517
0701DCR,6,1,4,1,Deliverance Church Riruta,-1.292797923,36.75154209
0701DCT,6,1,1,1,Deliverance Church,-1.293618,36.683659
0701DFA,6,1,1,1,Adlife Plaza,-1.294772029,36.78769559
0701DNL,6,1,1,1,Denoil,-1.269155,36.680122
0701DUA,6,1,1,1,Sudanese,-1.274939775,36.73334599
0701ELP,6,1,1,1,Elsi Place,-1.340269,36.667122
0701EMO,6,1,1,1,Mosque,-1.303011775,36.80269986
0701FGK,6,1,1,1,Full Gospel Church/Kiruria,-1.298426,36.752382
0701FGS,6,1,1,1,Full Gospel,-1.251979,36.665049
0701FIR,6,1,1,1,Elim,-1.305087805,36.77240431
0701FJE,6,1,1,1,Fort Jesus,-1.310756,36.779389
0701FRK,6,1,1,1,Karen End,-1.29787,36.68225
0701GAC,6,1,1,1,Kwa Ngwacii,-1.235296726,36.66789472
0701GCU,6,1,2,1,Gachui,-1.281828,36.696257
0701GDB,6,1,2,1,Gachangi/Darajani/Baptist Church,-1.273201704,36.73247695
0701GDR,6,1,1,1,Club Legend,-1.321384907,36.70984983
0701GGS,6,1,1,1,Green Gardens School,-1.251082,36.664868
0701GHS,6,1,1,1,Good Samaritan High School,-1.296923,36.749861
0701GRD,6,1,1,1,Gardens,-1.254207,36.665672
0701GRG,7,1,1,1,Garage,-1.348812,36.661131
0701GTR,6,1,2,1,Gitaru Junction,-1.232416034,36.66992784
0701ITE,6,1,1,1,Githembe,-1.297525,36.750053
0701ITG,6,1,1,1,PCEA Githima,-1.281495094,36.69193536
0701JBC,6,1,1,1,Jogoo/KBC,-1.329651,36.680235
0701JCR,6,1,1,1,Kinyanjui Primary School,-1.294240952,36.74494922
0701KAR,6,1,2,1,Karanja,-1.309714,36.780324
0701KBG,6,1,1,1,Kabarnet Gardens,-1.302784,36.789113
0701KCC,6,1,1,1,KCB Community,-1.329666,36.686842
0701KDF,6,1,1,1,Kenya Defense,-1.308581,36.69592
0701KFR,6,1,1,1,Kwa Farasi,-1.319781,36.714437
0701KJI,6,1,4,1,Kinyanjui,-1.291633844,36.74744368
0701KMC,6,1,1,1,Kwa Muchina,-1.341244,36.666753
0701KMH,6,1,1,1,Karmu House,-1.346582,36.663923
0701KNC,6,1,1,1,Kenvic,-1.343876,36.666123
0701KNK,6,1,1,1,Kwa Nicholas,-1.411734,36.687934
0701KNO,6,1,2,1,Kenol,-1.304331422,36.74684823
0701KNR,6,1,2,1,Kwa Njeru/Gitaru/Pank View,-1.230569,36.674916
0701KON,6,1,1,1,Kona,-1.37657,36.67648
0701KPC,6,1,1,1,Allmart Dagoretti Market,-1.285352,36.687338
0701KPY,6,1,1,1,Kaberia/Pc Kinyanjui Technical Training Institute,-1.29267,36.735423
0701KRC,6,1,1,1,Kenya Redeemed Church Riruta,-1.291077,36.733127
0701KRE,6,1,2,1,KREP/Equity Bank,-1.284773,36.737551
0701LNA,6,1,2,1,Lenana,-1.308413744,36.73239648
0701LRI,6,1,1,1,ILRI,-1.266463995,36.72254741
0701MGJ,6,1,2,1,Moi Girls' School Junction,-1.303585768,36.78804159
0701MHS,6,1,1,1,Maasai High School,-1.330285,36.6788
0701MKA,6,1,2,1,Makina,-1.307308,36.782543
0701MTS,6,1,1,1,Matasia,-1.391168,36.682261
0701MTW,6,1,1,1,Mutindwa,-1.2952,36.744798
0701MUT,6,1,2,1,Mugiriti,-1.282514334,36.69924974
0701N44,6,1,1,1,44,-1.372973,36.671897
0701NDL,6,1,1,1,Nyumbani Diagnostic Lab,-1.313178,36.699728
0701NDW,6,1,2,1,Ndwaru Road,-1.278984547,36.73587263
0701NGD,6,1,1,1,Riruta Parish,-1.294471622,36.74359202
0701NGR,6,1,1,1,Ngong Resort,-1.380401,36.676708
0701NHS,6,1,1,1,Jamhuri Shopping Centre,-1.304417253,36.77099884
0701NJR,6,1,2,1,Kwa Njiru,-1.308446,36.781577
0701NMO,6,1,1,1,Mlango Soko,-1.235774159,36.67261541
0701NMY,6,1,1,1,Community,-1.29204154,36.81309611
0701NPC,6,1,1,1,Npc Woodley,-1.303784,36.775032
0701NSC,6,1,1,1,Nursing Council,-1.301691,36.790328
0701NSP,6,1,1,1,New Kaberia Supermarket,-1.291703,36.73409
0701NTO,6,1,1,1,Karen/Karen Shopping Centre,-1.323493123,36.70831025
0701NVI,6,1,2,1,Naivasha/Naivasha Road Flat,-1.282605529,36.73703134
0701NVV,6,1,1,1,Naivas/Vet,-1.342889,36.666389
0701NWT,6,1,1,1,Nairobi Water,-1.303876,36.777757
0701NYH,6,1,1,1,Nyali House,-1.344763,36.665775
0701NYI,6,1,1,1,Nyumbani,-1.311578751,36.69832706
0701OEN,6,1,1,1,Ole Roimen,-1.405867338,36.68816507
0701OLY,6,1,2,1,Olympic Primary School,-1.31168,36.778158
0701PAC,6,1,1,1,Melchizedek Hospital,-1.294702291,36.75471514
0701PBG,6,1,2,1,Precious Blood Girls' School,-1.285110712,36.73816323
0701PCY,7,1,1,1,PCEA Endorro Emuny,-1.356178,36.657212
0701PKA,6,1,1,1,Peak Academy,-1.301329,36.79094
0701PMS,7,1,1,1,Perminus,-1.351343,36.658962
0701PPT,6,1,1,1,Pepo Lane,-1.305029,36.693086
0701PSA,6,1,5,1,Posta/Ole Odume Road,-1.300362,36.774018
0701PTR,6,1,1,1,Petro/Mwisho,-1.36294,36.656181
0701PWY,6,1,2,1,Pathway,-1.305844188,36.74256206
0701RCE,6,1,2,1,Racecourse,-1.306702495,36.73855484
0701REU,6,1,2,1,Krep/Equity/Kwa Mumbi,-1.284515262,36.73768044
0701RHP,6,1,1,1,Rhino Park Road,-1.302040815,36.6848731
0701RNR,6,1,1,1,Matta,-1.230028868,36.68327451
0701ROS,6,1,1,1,Rose Of Sharon,-1.301224,36.792779
0701RSF,6,1,2,1,Riverside Flats,-1.277584434,36.7357868
0701RSP,6,1,1,1,Riruta Satellite Primary School,-1.29277,36.7363
0701SAT,6,1,1,1,Riruta Baptist Church,-1.293768883,36.73949361
0701SBR,6,1,1,1,Simpsons Bar And Rest,-1.291374,36.73369
0701SDP,6,1,1,1,Shell/Dagoretti Police Station,-1.280497,36.690566
0701SFY,6,1,2,1,Fastenergy,-1.302577257,36.75186396
0701SHK,6,1,1,1,Karinde,-1.301169,36.68259
0701SHS,6,1,1,1,St. Hannah's School,-1.302587,36.691129
0701SHT,6,1,1,1,Shade Hotel,-1.328036,36.684113
0701SJC,6,1,2,1,St. John College Riruta,-1.281709671,36.73683822
0701SJO,6,1,1,1,St. John Othordox Church,-1.290811,36.73214
0701SMA,6,1,1,1,Salama,-1.287654984,36.74909001
0701SMH,6,1,1,1,Suma House,-1.297948,36.753576
0701SMN,7,1,1,1,Sportman,-1.352379,36.658401
0701SMR,6,1,2,1,Summer-Rock,-1.270712614,36.72827661
0701SSR,6,1,2,1,San Siro,-1.30913,36.780745
0701STP,6,1,1,1,Park Estate,-1.322441697,36.78744882
0701SWD,6,1,2,1,Showground,-1.302148,36.752708
0701SYU,7,1,1,1,Tuskys,-1.358034611,36.65673137
0701TAN,6,1,1,1,Tankard,-1.300785542,36.75634325
0701TAT,6,1,1,1,Matta,-1.229985952,36.68327451
0701TGA,6,1,1,1,Togo Apartments,-1.304884,36.774581
0701THR,6,1,2,1,Uthiru Shopping Center,-1.264103651,36.71982229
0701TKS,6,1,2,1,Suntarc/Shallow,-1.300559,36.756962
0701TRE,6,1,1,1,Nakumatt Prestige,-1.299996972,36.78750515
0701TSK,6,1,1,1,Tuskys,-1.382853,36.676901
0701TTE,6,1,1,1,Nera Estate,-1.307598352,36.7997843
0701TTW,6,1,2,1,Total Wangige,-1.220641136,36.71204388
0701UAK,6,1,1,1,AICPK Gitaru,-1.230345368,36.67833924
0701UCN,6,1,2,1,Uchumi/National Oil,-1.29971,36.792688
0701UGK,6,1,1,1,Muguku Farm,-1.237415671,36.66632831
0701UKC,6,1,1,1,UON Kikuyu Campus,-1.265918,36.67477
0701UMJ,6,1,1,1,Umoja,-1.331067,36.677003
0701UTM,6,1,1,1,Stadium,-1.371113062,36.66007876
0701VNS,7,1,1,1,Venessa,-1.351806,36.658693
0701WGT,6,1,2,1,Kwa Mchanga/Total,-1.262896657,36.71842217
0701WMA,6,1,1,1,Kwa Mbao,-1.228891611,36.69344008
0701WNK,6,1,1,1,Winners Chapel/Kanisani,-1.301972,36.779624
0701WOO,6,1,1,1,Woodley,-1.303806,36.779586
0701WRG,6,1,1,1,Windy Ridge/Group Africa,-1.324266,36.701959
0701WTK,6,1,2,1,Waithaka,-1.279621,36.712344
0701WWU,6,1,1,1,Waiyaki Way/Uthiru Junction,-1.260951,36.716548
0701YAA,6,1,1,1,Yaya,-1.292556524,36.78880066
0701ZMB,7,1,1,1,Zambia,-1.349538,36.660379
0702DCS,6,1,5,1,Dagoretti Corner Stage,-1.298435926,36.75936341
0702KDC,6,1,3,1,Kenol Dagoretti Corner,-1.29843,36.759874
0702KDC,7,1,1,1,Kenol Dagoretti Corner,-1.29843,36.759874
0703DGT,6,1,2,1,Dagoretti Market,-1.287717819,36.68631077
0703EQY,6,1,3,1,Equity Ayani,-1.311096,36.77577
0703KIS,6,1,2,1,Kiserian,-1.428211,36.686707
0703MHR,6,1,2,1,Muhia Road,-1.290511,36.730253
0703UTP,6,1,3,1,Uthiru Pentecostal,-1.261362433,36.71680748
071004_,7,1,1,1,40,-1.297756201,36.75718009
071064A,6,1,1,1,46 AP Camp,-1.286678678,36.74031973
0710A.A,6,1,1,1,St. Barnabus,-1.385489702,36.67814612
0710AAY,6,1,1,1,Yaya,-1.291902065,36.78715646
0710ADC,6,1,5,1,Adams Arcade,-1.300006,36.780041
0710AEA,6,1,1,1,Wamete/Kanisani,-1.260741717,36.71302557
0710AHE,6,1,1,1,Shell/Arboretum,-1.273655112,36.80074704
0710AHL,6,1,1,1,Alliance High School,-1.262757,36.669726
0710AIJ,6,1,1,1,Viraj,-1.283932096,36.78612649
0710AJA,6,1,1,1,Jacaranda/Siaya Road,-1.28264308,36.78677291
0710AJI,6,1,1,1,Viraj,-1.283791065,36.78624183
0710BBT,6,1,5,1,Brew Bistro,-1.299571,36.76512
0710BLL,6,1,1,1,Bulbul,-1.334184,36.673252
0710BUM,6,1,1,1,Bumps,-1.332162023,36.6752252
0710CAE,6,1,1,1,ICEA,-1.284552813,36.8212527
0710CAE,7,1,1,1,ICEA,-1.284552813,36.8212527
0710CCT,6,1,4,1,China Centre,-1.298945546,36.79704845
0710CCT,7,1,1,1,China Centre,-1.298945546,36.79704845
0710CEI,6,1,1,1,ICEA,-1.28452751,36.82145923
0710CME,6,1,5,1,Coptic/Mimosa,-1.298543215,36.79908693
0710CME,7,1,1,1,Coptic/Mimosa,-1.298543215,36.79908693
0710CNG,6,1,1,1,Africa International University,-1.301836967,36.68965816
0710DAC,6,1,1,1,Kwa DC,-1.30577445,36.78760171
0710DCD,6,1,4,1,Dagoretti CDF/APs' Camp,-1.286467,36.740158
0710EAY,7,1,1,1,Wanyee,-1.296656495,36.7563647
0710ELK,6,1,1,1,Madaraka Flyover,-1.307984591,36.81939125
0710ELS,6,1,1,1,Elsi Place,-1.340689,36.666867
0710EOE,6,1,1,1,Ole Odume Bus Stage,-1.292827785,36.77465737
0710ESW,6,1,1,1,Nairobi West,-1.307630539,36.82215929
0710FGP,6,1,1,1,Full Gospel,-1.298354,36.75246
0710GID,6,1,1,1,Windy Ridge,-1.324088573,36.70204997
0710GKI,6,1,2,1,Gathondeki,-1.2717,36.729698
0710GON,6,1,1,1,Congo,-1.28660506,36.74637616
0710GVC,6,1,1,1,Gitaru/Vantage School,-1.233,36.67012
0710GVN,6,1,1,1,Vanga,-1.289877355,36.76656783
0710GYE,6,1,1,1,Elgeyo,-1.292777985,36.77893549
0710HAK,6,1,1,1,Karmu House,-1.346597672,36.66389823
0710HAO,6,1,1,1,Othaya,-1.290070474,36.77301586
0710IAA,6,1,1,1,Zambia,-1.349709034,36.66020751
0710IEP,6,1,1,1,Bishop Magua Center,-1.299455166,36.79085255
0710IIH,6,1,1,1,Kilimani primary school,-1.292515129,36.78370446
0710IKM,6,1,1,1,Makina,-1.307415962,36.78237677
0710IM&,6,1,1,1,I&M,-1.285074681,36.82034343
0710IMJ,6,1,6,1,Swedish School Nairobi,-1.300436,36.76897
0710INA,6,1,1,1,Nairobi School,-1.2604656,36.7702763
0710INP,6,1,1,1,Prime Bank,-1.271104217,36.80163234
0710IOS,6,1,1,1,Sokoni,-1.284655452,36.74363494
0710JPS,6,1,1,1,Jayce Petrol Station,-1.355179,36.657421
0710JSS,6,1,1,1,Jamhuri Station Road Stage,-1.303983,36.769137
0710KEM,6,1,1,1,Kenyatta Market,-1.307641268,36.802665
0710KJS,6,1,4,1,Kaberia Junction/Wanyee Stage,-1.29703,36.756553
0710KJS,7,1,1,1,Kaberia Junction/Wanyee Stage,-1.29703,36.756553
0710KNA,6,1,2,1,King'eero Stage,-1.22554,36.704265
0710KNS,6,1,1,1,Kenyatta National Hospital,-1.300727,36.808843
0710KRD,6,1,6,1,Kirichwa Road Junction,-1.299879,36.782118
0710KWA,6,1,1,1,Kirichwa,-1.292666852,36.7817384
0710KWN,6,1,2,1,Kwa Ng'ang'a,-1.284009,36.728874
0710KYJ,6,1,3,1,Kinyanjui,-1.291539,36.747569
0710KYJ,7,1,1,1,Kinyanjui,-1.291539,36.747569
0710LHB,6,1,1,1,Bangladesh,-1.291851461,36.77471101
0710LIB,6,1,1,1,Amboseli,-1.289569259,36.75985694
0710LIV,6,1,1,1,Lavingtone Villas,-1.289812982,36.76522672
0710LNE,6,1,1,1,Parklands Baptist/Westlands,-1.265657816,36.80087311
0710LNN,6,1,2,1,Lenana,-1.308058,36.73344
0710MAU,6,1,2,1,Kwa Magu,-1.230248809,36.68054938
0710MIH,6,1,2,1,Mihonge,-1.282169,36.72293
0710MIR,6,1,1,1,Jamhuri,-1.299841404,36.76625133
0710MTE,6,1,2,1,Muthure,-1.229803562,36.68734074
0710MWA,6,1,1,1,Kwa Mbao,-1.229129201,36.69250667
0710MY/,6,1,1,1,Equity/Kwa Mumbi,-1.28416813,36.73758924
0710NAA,7,1,1,1,Kanisani,-1.293496853,36.75358057
0710NAL,6,1,1,1,Prestige,-1.29950881,36.78808987
0710NAN,6,1,1,1,Kangundo,-1.279456615,36.79053068
0710NAQ,6,1,2,1,Nairobi Area Traffic Police Headquarters,-1.296595931,36.80788994
0710NCU,6,1,1,1,Kasuku Center,-1.275765896,36.79484904
0710NEA,6,1,1,1,Lenana,-1.288822889,36.78715378
0710NKT,6,1,5,1,Junction,-1.299031,36.762577
0710NLA,6,1,1,1,Lenana,-1.288883454,36.78703845
0710NWA,6,1,1,1,Kawangware,-1.287004352,36.74092054
0710OAE,6,1,1,1,Motherland,-1.299996972,36.78089082
0710OLS,6,1,2,1,Olympic Primary School,-1.311585,36.778173
0710OSV,6,1,1,1,Kikuyu Overpass,-1.239341497,36.66624248
0710OUK,6,1,1,1,Kangundo,-1.279451251,36.79072112
0710PBW,6,1,1,1,Parklands Baptist/Westlands,-1.265693075,36.80107713
0710PMP,6,1,1,1,PCEA Milimani Presbytary,-1.32851,36.682712
0710POD,6,1,6,1,Posta/Ole Odume Road,-1.300327,36.774047
0710RAC,6,1,1,1,Adam's Arcade,-1.299960941,36.78080767
0710RAR,6,1,1,1,Shell/Arboretum,-1.273689866,36.80083305
0710RAV,6,1,1,1,Airport View Estate,-1.314137578,36.81238532
0710RCN,6,1,1,1,Jacaranda/Siaya Road,-1.28264308,36.78668976
0710RCS,6,1,1,1,Cradles to Crayons,-1.277247995,36.68701082
0710RFO,6,1,1,1,Forest,-1.272752649,36.73200488
0710RII,6,1,1,1,ILRI,-1.267754495,36.72410846
0710RIT,6,1,1,1,Dennis Pritt,-1.285106903,36.78805232
0710RJG,6,1,1,1,Kwa Njeru Stage,-1.230635047,36.67506695
0710RKU,6,1,1,1,Kanjeru,-1.230641967,36.67505622
0710RLN,6,1,1,1,Langata Road Primary,-1.317023635,36.81276083
0710RLU,6,1,1,1,Rusinga School,-1.2872633635561217,36.747736036777496
0710RNP,6,1,1,1,Prime Bank,-1.271093488,36.8015492
0710RUE,6,1,1,1,Kasuku centre,-1.275798082,36.79534256
0710RUP,6,1,1,1,Queen's Park,-1.278737783,36.79151237
0710RYA,6,1,1,1,Langata Graveyard,-1.334592104,36.77866995
0710SAA,6,1,1,1,Spanish Villas/Lenana,-1.290015346,36.78678095
0710SAE,6,1,1,1,Kwa Benard Stage,-1.29001987,36.77150846
0710SAO,6,1,1,1,Mogas,-1.354590654,36.65756285
0710SEL,6,1,1,1,Shell,-1.280461,36.690578
0710SGT,6,1,1,1,James Gichuru/ Gitanga Road Junction,-1.289645165,36.76168352
0710SH4,6,1,1,1,46 Mwisho bus stage,-1.28393358,36.74259961
0710SHO,6,1,1,1,St. Hannah's School,-1.302561164,36.69115484
0710SIN,6,1,3,1,Sugoini,-1.290394,36.745712
0710SIN,7,1,1,1,Sugoini,-1.290394,36.745712
0710SNI,6,1,1,1,Spanish Villas/Lenana,-1.289997697,36.7868641
0710STO,6,1,1,1,Methodist,-1.290427565,36.77472711
0710TAK,6,1,1,1,Bus Track Yard,-1.285191178,36.74160719
0710TAY,6,1,1,1,Sohali City,-1.289662778,36.7566973
0710TLH,6,1,2,1,Motherland,-1.299830675,36.78407729
0710TNA,6,1,6,1,Library,-1.295013428,36.81022882
0710TNA,7,1,2,1,Library,-1.295013428,36.81022882
0710TOR,6,1,1,1,Memorial Hospital,-1.310967207,36.805484
0710TOS,6,1,1,1,Coast,-1.285360515,36.74435914
0710TRU,6,1,1,1,Ruthimitu,-1.281301975,36.70375586
0710TSS,6,1,1,1,Tuskys,-1.357551813,36.65678769
0710TTL,6,1,5,1,Prestige/Number Nane,-1.299607,36.788665
0710UKT,6,1,1,1,Uon Kikuyu Gate 2,-1.265422,36.673879
0710UML,6,1,1,1,Jamrose/Muthuli,-1.228297716,36.69633687
0710UMS,6,1,1,1,Perminus,-1.350958943,36.65921777
0710VAS,6,1,1,1,Naivas/Veterinary,-1.342817,36.666296
0710VIC,6,1,1,1,Victory World Outreach,-1.297367,36.75491
0710WRE,6,1,1,1,Power,-1.306214333,36.7404592
0710WSE,6,1,1,1,Wanyee Stage,-1.296275,36.749208
0710WWD,6,1,1,1,Westwood,-1.325327,36.696969
0710YAA,6,1,1,1,Yaya,-1.292377174,36.78771436
0710ZAR,6,1,1,1,Motherland,-1.299862862,36.78371787
0711'UO,6,1,1,1,Custoil/Thong'o,-1.264223188,36.73094004
0711(IO,6,1,1,1,N(Sokoni),-1.264089078,36.73021048
07113AV,6,1,2,1,Library,-1.294957,36.810238
0711AAD,6,1,5,1,Kirichwa Road,-1.29997015,36.78192079
0711ADA,6,1,1,1,Kianda Stage,-1.264099807,36.75868481
0711AGI,6,1,1,1,Chiromo Stage,-1.27111566,36.80725694
0711AIU,6,1,1,1,Milimani Star Junior,-1.424660683,36.68540955
0711ALA,6,1,1,1,Ngumo Stage,-1.307646632,36.80279911
0711ALT,6,1,1,1,Shell,-1.310977936,36.817047
0711AOE,6,1,1,1,Masadukuni/Kenyatta Market Flyover,-1.307222843,36.80392027
0711AON,6,1,1,1,Roundabout,-1.265805727,36.72175348
0711ARC,6,1,1,1,Adams Arcade,-1.300013065,36.78120732
0711ARK,6,1,1,1,Bus Track Yard,-1.286114573,36.7408669
0711ASS,6,1,1,1,Alliance High School Stage,-1.261021,36.668262
0711ATC,6,1,1,1,Consolata,-1.268419683,36.80494487
0711ATG,6,1,1,1,Posta Stage,-1.300474405,36.77186787
0711ATM,6,1,1,1,Memorial Hospital,-1.310334206,36.8055135
0711AUH,6,1,1,1,Kwa Mashuma,-1.279141635,36.71426743
0711BLB,6,1,1,1,Bulbul,-1.333908,36.673585
0711CAB,6,1,1,1,ABC,-1.259528518,36.77537084
0711CVL,6,1,1,1,Civil,-1.322672367,36.78881407
0711DKI,6,1,1,1,Gathodeki,-1.272354126,36.7295748
0711DRC,6,1,1,1,Dagoretti Rehabilitation Centre,-1.273861,36.684449
0711EAA,6,1,1,1,Adams Arcade,-1.300048292,36.7811805
0711EAS,6,1,1,1,Gardens,-1.323852539,36.79005861
0711EDE,6,1,1,1,Sugar Board/ Shell petrol,-1.264784932,36.74030364
0711EGN,6,1,1,1,Engen,-1.264385641,36.75671875
0711EHR,6,1,1,1,Total/Strathmore,-1.313686967,36.81241214
0711EKT,6,1,1,1,el Market,-1.263709544,36.72836781
0711EOA,6,1,1,1,South B Stage,-1.311568022,36.83530211
0711EOD,6,1,1,1,Brookside,-1.260858893,36.7917645
0711ERE,6,1,1,1,Nairobi Area Traffic Police Headquarters,-1.296726197,36.80815905
0711ETH,6,1,1,1,Highrise,-1.314014196,36.80768073
0711GCP,6,1,1,1,Golf Course Phase 2,-1.309261,36.798458
0711GTD,6,1,2,1,Gathondeki,-1.271844506,36.72960162
0711HD/,6,1,1,1,Westlands DC/Church Road/Safaricom,-1.259850383,36.78545594
0711HNT,6,1,1,1,Thiong'o,-1.264834732,36.73548371
0711HOR,6,1,1,1,Good Shephard,-1.299617618,36.78912252
0711HRT,6,1,1,1,Uthiru Girls,-1.261019111,36.7138356
0711IEE,6,1,1,1,Kangemi Bus Terminus,-1.264613986,36.74859166
0711IGM,6,1,1,1,Kangemi Road,-1.275256991,36.73333526
0711IHR,6,1,1,1,Total/Strathmore,-1.313729882,36.81238532
0711III,6,1,1,1,Precious Girls' High School,-1.285074681,36.73835903
0711IMP,6,1,3,1,Swedish School Nairobi,-1.300448,36.7692
0711INI,6,1,1,1,University of Nairobi,-1.281131834,36.81672245
0711IRI,6,1,1,1,ILRI,-1.266673207,36.72290146
0711ISN,6,1,1,1,Sir Henry,-1.410809755,36.68796301
0711IUU,6,1,1,1,Rukubi,-1.227884656,36.69758677
0711IWA,6,1,1,1,Kabwagi/Miotoni W Road,-1.316492558,36.71812177
0711JDO,6,1,1,1,Joyland,-1.29480958,36.74751878
0711JKR,6,1,5,1,Jamuhuri/Kibera Station Road,-1.300063,36.767103
0711JOG,6,1,1,1,Jogoo,-1.329173,36.681338
0711KEM,6,1,1,1,Kenyatta Market,-1.307506,36.802754
0711KNG,6,1,2,1,Kwa Ng'ang'a,-1.284074,36.729192
0711KNO,7,1,1,1,Kenol,-1.354165,36.657739
0711KNY,6,1,2,1,Kanyariri,-1.227579,36.698624
0711KRG,6,1,1,1,Kirunguro,-1.268466,36.679189
0711KRN,6,1,1,1,Karen,-1.322568,36.706687
0711LH.,6,1,1,1,St. John College,-1.282059073,36.73685431
0711LIA,6,1,1,1,Impala,-1.300545663,36.76902741
0711LLE,6,1,1,1,Madaraka Flyover,-1.307920218,36.81910694
0711LMO,6,1,1,1,Masadukuni,-1.307083368,36.80389345
0711LNN,6,1,1,1,Lenana,-1.30788,36.734194
0711LRI,6,1,1,1,ILRI,-1.267017245,36.72309995
0711LSO,6,1,1,1,Precious Blood Girls Riruta,-1.285074681,36.73836172
0711LTD,6,1,1,1,Wakuru/Deloitte,-1.263332695,36.76427454
0711MAA,6,1,1,1,Adams Arcade,-1.299991608,36.78144872
0711MAT,6,1,1,1,Muthama,-1.282482147,36.72394753
0711MCP,6,1,7,1,Coptic/Mimosa,-1.298972368,36.79792821
0711MET,6,1,1,1,Westlands Terminal,-1.26278016,36.80021077
0711MGU,6,1,2,1,Magu,-1.230184436,36.68071032
0711MJH,6,1,1,1,Jamhuri Station Road Stage,-1.303961277,36.76963091
0711MKP,6,1,1,1,Mbagathi/Kephis,-1.327656,36.691223
0711MLK,6,1,4,1,Mlangosoko,-1.288554668,36.74290001
0711MOS,6,1,1,1,Sodom,-1.26448524,36.75427794
0711MTE,6,1,2,1,Mithonge,-1.282224,36.723135
0711MTI,6,1,2,1,Miotoni,-1.3126,36.722659
0711MTL,6,1,6,1,Motherland,-1.299889,36.783829
0711MUI,6,1,1,1,Ruthimito,-1.28130734,36.70326233
0711MUM,6,1,2,1,Blue Sky Estate/T. Mall,-1.31278038,36.81479931
0711MUR,6,1,2,1,Muthure,-1.229717731,36.68759286
0711MUT,6,1,1,1,Muthama,-1.280636787,36.71909809
0711MWE,6,1,1,1,Kamwene,-1.281216145,36.72023535
0711NAT,6,1,6,1,Nairobi Area Traffic Police Headquarters,-1.296563745,36.80823326
0711NEW,6,1,1,1,Newa Estate,-1.308006,36.799441
0711NGI,6,1,1,1,King'eero Stage,-1.225525868,36.70408845
0711NJG,6,1,2,1,Kwa Njeru Stage,-1.230536,36.675502
0711NKJ,6,1,5,1,Junction,-1.299192309,36.7629683
0711NKP,6,1,6,1,Prestige Plaza,-1.299744844,36.78714573
0711NOB,6,1,1,1,Uthiru Roundabout,-1.264782607,36.72191441
0711NOI,6,1,1,1,Kinoo,-1.255981922,36.69540346
0711NRW,6,1,1,1,Nawaro,-1.281430721,36.70731783
0711NTR,6,1,1,1,Nyathore,-1.230116254,36.6818583
0711NUA,6,1,1,1,Njuguna's,-1.259128511,36.77891672
0711OLI,6,1,1,1,Olympic Primary School Stage,-1.31156,36.776869
0711OON,6,1,1,1,South B Shopping Centre,-1.313359737,36.82775974
0711ORI,6,1,1,1,Chiromo,-1.272786319,36.80890381
0711OTP,6,1,1,1,Posta Stage,-1.300470561,36.77188665
0711PFE,6,1,2,1,Pefa King'eero,-1.224241,36.706924
0711PST,6,1,5,1,Marsabit Plaza,-1.300442219,36.77241504
0711PTE,6,1,1,1,AP Camp Dangoretti,-1.286358297,36.73983157
0711QUM,6,1,1,1,Mosque,-1.312555075,36.82382226
0711RCA,6,1,1,1,St. Marks Church/Lions Place,-1.261695742,36.79787993
0711REO,6,1,1,1,Forest,-1.273185611,36.73184931
0711RSS,6,1,2,1,Ruthimitu Secondary School,-1.281587,36.695619
0711SEK,6,1,1,1,Summer-Rock,-1.271866679,36.72945142
0711SEN,6,1,1,1,Wanyee Cross,-1.297196746,36.7500025
0711SGO,6,1,4,1,Sugoini,-1.290421486,36.74558759
0711SOA,7,1,1,1,Mogas,-1.354622841,36.65758431
0711SUN,6,1,1,1,Sunview Estate,-1.306038,36.801389
0711SUR,6,1,1,1,Rupia,-1.326797605,36.78972065
